GCF_000006605.1.fa	0.014090704
GCF_000006765.1.fa	0.005863803
GCF_000007645.1.fa	0.009931357
GCF_000011925.1.fa	0.033483139
GCF_000014625.1.fa	8.50E-05
GCF_000015165.1.fa	0.002329728
GCF_000015325.1.fa	0.019967716
GCF_000023145.1.fa	0.031415564
GCF_000023205.1.fa	0.002642159
GCF_000023925.1.fa	0.015383511
GCF_000149205.2.fa	0.03989041
GCF_000159635.1.fa	0.00421868
GCF_000163435.1.fa	0.003684087
GCF_000176875.1.fa	0.002061805
GCF_000224695.1.fa	0.004458823
GCF_000230995.2.fa	0.069117788
GCF_000245075.1.fa	0.030009568
GCF_000261545.1.fa	0.003391131
GCF_000261565.1.fa	0.030448351
GCF_000262005.1.fa	0.005757128
GCF_000263375.1.fa	0.010157226
GCF_000275465.1.fa	0.05057659
GCF_000315525.1.fa	0.030588227
GCF_000332975.1.fa	0.007362815
GCF_000353565.1.fa	0.003466597
GCF_000374045.1.fa	0.008385509
GCF_000409795.2-trimmed.fa	0.000102536
GCF_000463665.1.fa	0.005228979
GCF_000510285.1.fa	0.028542061
GCF_000590985.1.fa	0.000276303
GCF_000599865.1.fa	0.01641732
GCF_000711725.1.fa	0.016640991
GCF_000733915.1.fa	0.001996827
GCF_000739855.1.fa	0.008648544
GCF_000948135.1.fa	0.000667869
GCF_000951035.1-trimmed.fa	0.039740472
GCF_000951045.1-trimmed.fa	0.071161104
GCF_000953875.1.fa	0.001111026
GCF_000954135.1.fa	0.039762526
GCF_000956065.1-trimmed.fa	0.015460161
GCF_001029505.1.fa	0.024384263
GCF_001425055.1.fa	0.01787942
GCF_001426885.1.fa	0.015671283
GCF_001553955.1.fa	0.000371175
GCF_001612705.2.fa	0.004237429
GCF_001639025.1.fa	0.014141159
GCF_001679175.1.fa	0.026346634
GCF_001982645.1.fa	0.005187406
GCF_002188465.1.fa	0.006052247
GCF_002205845.1.fa	0.034387745
GCF_002734245.1.fa	0.066307816
GCF_002849245.1.fa	0.038851216
GCF_002880775.1-trimmed.fa	0.008007655
GCF_002930615.1.fa	0.016418018
GCF_004128135.1.fa	0.007875902
GCF_013052645.1-trimmed.fa	0.007473568
GCF_013386005.1.fa	0.003524901
GCF_900110395.1.fa	0.004878222
GCF_900167455.1.fa	0.000824992
GCF_900167565.1.fa	0.012654797
